title,company,location,link
RPA 개발/운영에 관심있는 인재를(신입) 모십니다.,(주)두잇시스템,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40257760&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[KOG] 인프라팀 시스템 엔지니어,KOG,대구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40014336&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
BioInformatics 분석 담당자/웹 개발자 채용 공고,(주)천랩,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40286069&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
SGS Korea RPA 개발자 모집,한국에스지에스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40228239&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
SOC 설계 및 디자인 검증 엔지니어,(주)코아시아넥셀,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40266745&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
큐알티주식회사 반도체 소프트에러 알고리즘 개발 분야 채용,큐알티 주식회사,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40273219&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"[수원] SW(소프트웨어) Test (QA,검증,테스트엔지니어)-청내공",㈜인피닉,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40228480&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
웹 서비스 개발자 모집,코아인텍(주),서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40236909&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[국회의사당역/7시간근무]유명 대기업 평가기준실 통계데이터,(주)키스템프,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40237370&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"프론트엔드, 백엔드 개발자 정규직 채용",(주)휴민텍,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40258391&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
라온시큐어(주) 개발직군 신입/경력 채용,라온시큐어(주),서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40053587&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
(주)유토시스 머신 비젼센터/R&D 연구소 상반기 공개 채용,(주)유토시스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40082884&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"로봇사업부에서 인재를 모십니다. (R&D 개발, 영업)",㈜티라유텍,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40033386&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"솔루션개발본부 신입/경력 채용(DBA-mysql/JAVA/C,C++)",㈜넷앤드,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40147617&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[서울/부산] 아이엔지스토리 백엔드개발자 채용,(주)아이엔지스토리,부산,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40157322&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
CTO실 게임보안팀 Anti-Cheat Engineer 모집,(주)원더피플,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40282404&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
위성영상 품질관리직무 정규직 채용,(주)에스아이아이에스,대전,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40184433&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
"푸드컴퍼니 (주)양유 디자이너, 개발자 모집 (신입/경력)",(주)양유,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40207833&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
[방구석연구소] 개발직군 경력 채용,(주)더에스엠씨그룹,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40174409&recommend_ids=eJxVzrsBwzAIBNBp0oPgDlRnEO%2B%2FRXCCJaV8fA5cRgSpFyZe8fYvwT%2B6n%2FTAJjNNFnWwCkXvYU07dlNMcLIGFgWaqRdldPKg2HHo4dXZVJM4%2Bg%2B7L6QjOs7mVFjWo9QfrWSbgFg2a9fdfG4qFXNHeSjHelSQAbn5AYMwR6w%3D&view_type=search&searchword=PYTHON&searchType=default_mysearch&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n#seq=0
한국의료기기공업협동조합,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=180178&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
한국의료기기안전정보원,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=180177&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
(주)MEZOO,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=180176&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
자연과학 채용공고,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=179596&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
인터페이스 채용공고,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=179595&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
사이넥스 채용공고,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=179590&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
동성건설(주) 채용공고,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=179262&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
Fisher & Paykel Healthcare 서비스 부서 인원 채용공고,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=178620&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
바이탈에어코리아 정규직 채용,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=178619&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
딥바이오 RA 채용,건양,의공,https://bme.konyang.ac.kr//cop/bbs/BBSMSTR_000000000273/selectBoardArticle.do?nttId=157643&kind=&mno=sitemap_02&pageIndex=1&searchCnd=&searchWrd=
